Kick Category,Name,Score,KER
30-39,Randy Bullock,0.8631119728088379,-0.008708342673286573
30-39,Robbie Gould,0.9000736872355143,0.028253371753389822
30-39,Rodrigo Blankenship,0.900904792547226,0.029084477065101533
30-39,Ryan Succop,0.9019225239753723,0.03010220849324785
30-39,Sam Ficken,0.8701650202274323,-0.0016552952546922128
30-39,Stephen Gostkowski,0.8842516331111684,0.012431317629043925
30-39,Stephen Hauschka,0.8820719011127949,0.010251585630670412
30-39,Tyler Bass,0.8564058765769005,-0.015414438905223982
30-39,Wil Lutz,0.8814070150256157,0.009586699543491228
30-39,Younghoe Koo,0.8770117353309285,0.005191419848804002
30-39,Zane Gonzalez,0.9088183255756602,0.03699801009353576
40-49,Adam Vinatieri,0.7217338030988519,0.030494635100928313
40-49,Aldrick Rosas,0.7467445068889194,0.05550533889099574
40-49,Austin Seibert,0.6392322246517453,-0.05200694334617828
40-49,Brandon McManus,0.7486617970466614,0.05742262904873774
40-49,Brett Maher,0.7099508551450876,0.01871168714716398
40-49,Cairo Santos,0.7272158066431681,0.035976638645244474
40-49,Chris Boswell,0.736559984087944,0.045320816090020366
40-49,Cody Parkey,0.7241519145343615,0.03291274653643783
40-49,Dan Bailey,0.6997582569718361,0.008519088973912514
40-49,Daniel Carlson,0.6881706178188324,-0.003068550179091245
40-49,Dustin Hopkins,0.7261042396227518,0.034865071624828214
40-49,Graham Gano,0.7253758586370028,0.034136690639079204
40-49,Greg Zuerlein,0.7029809951782227,0.011741827180299036
40-49,Harrison Butker,0.7118478378523951,0.020608669854471517
40-49,Jake Elliott,0.6862663346178391,-0.004972833380084474
40-49,Jason Myers,0.7182721175529339,0.027032949555010233
40-49,Jason Sanders,0.6402470130344917,-0.0509921549634319
40-49,Joey Slye,0.6289598147074381,-0.062279353290485506
40-49,Josh Lambo,0.717315490429218,0.02607632243129443
40-49,Justin Tucker,0.7089929091078895,0.01775374110996586
40-49,Ka'imi Fairbairn,0.6910512138690267,-0.00018795412889693885
40-49,Mason Crosby,0.7370659994042438,0.045826831406320157
40-49,Matt Bryant,0.6801133751869202,-0.011125792811003454
40-49,Matt Gay,0.7361423559486866,0.04490318795076298
40-49,Matt Prater,0.7085072460927462,0.01726807809482256
40-49,Michael Badgley,0.7086327821016312,0.017393614103707544
40-49,Nick Folk,0.7109264532725016,0.01968728527457797
40-49,Randy Bullock,0.6847926745047936,-0.006446493493129979
40-49,Robbie Gould,0.7397593160470327,0.04852014804910909
40-49,Rodrigo Blankenship,0.7287999510765075,0.037560783078583904
40-49,Ryan Succop,0.743860748079088,0.052621580081164354
40-49,Sam Ficken,0.6790966689586639,-0.01214249903925968
40-49,Stephen Gostkowski,0.6976108200409833,0.006371652043059672
40-49,Stephen Hauschka,0.7499739352394553,0.058734767241531705
40-49,Tyler Bass,0.675539493560791,-0.015699674437132605
40-49,Wil Lutz,0.7334457654505968,0.04220659745267319
40-49,Younghoe Koo,0.7041904513652508,0.012951283367327204
40-49,Zane Gonzalez,0.6820543831900546,-0.009184784807868995
50+,Adam Vinatieri,0.5669220156139798,0.03771888008413393
50+,Aldrick Rosas,0.5398156709141202,0.010612535384274313
50+,Austin Seibert,0.407121608654658,-0.12208152687518786
50+,Brandon McManus,0.5098222153527396,-0.019380920177106242
50+,Brett Maher,0.46251099024500164,-0.06669214528484424
50+,Cairo Santos,0.5527964929739634,0.023593357444117502
50+,Chris Boswell,0.4879717454314232,-0.04123139009842269
50+,Cody Parkey,0.5716813405354818,0.04247820500563593
50+,Dan Bailey,0.5231272230545679,-0.006075912475277945
50+,Daniel Carlson,0.5990416194711413,0.06983848394129544
50+,Dustin Hopkins,0.5524613532153043,0.023258217685458438
50+,Graham Gano,0.4797475678580148,-0.04945556767183107
50+,Greg Zuerlein,0.47445545301717873,-0.05474768251266715
50+,Harrison Butker,0.4913177162408829,-0.037885419288962996
50+,Jake Elliott,0.46021758764982224,-0.06898554788002365
50+,Jason Myers,0.46080946109511634,-0.06839367443472955
50+,Jason Sanders,0.4911121886510115,-0.03809094687883435
50+,Joey Slye,0.4302897292834062,-0.09891340624643968
50+,Josh Lambo,0.5395798861980439,0.010376750668197987
50+,Justin Tucker,0.470926175514857,-0.05827696001498889
50+,Ka'imi Fairbairn,0.49075782895088194,-0.038445306578963945
50+,Mason Crosby,0.5809899841745695,0.051786848644723604
50+,Matt Bryant,0.5036066353321076,-0.025596500197738292
50+,Matt Gay,0.4455600120127201,-0.08364312351712577
50+,Matt Prater,0.5705635905265808,0.04136045499673491
50+,Michael Badgley,0.49520739912986755,-0.03399573639997833
50+,Nick Folk,0.6308323889970779,0.10162925346723206
50+,Randy Bullock,0.5123610173662504,-0.016842118163595488
50+,Robbie Gould,0.5237672064039443,-0.0054359291259016285
50+,Rodrigo Blankenship,0.4555143117904663,-0.07368882373937957
50+,Ryan Succop,0.4572745164235433,-0.0719286191063026
50+,Sam Ficken,0.45720168948173523,-0.07200144604811065
50+,Stephen Gostkowski,0.5646069508332473,0.03540381530340142
50+,Stephen Hauschka,0.525581871921366,-0.003621263608479919
50+,Tyler Bass,0.45136602222919464,-0.07783711330065124
50+,Wil Lutz,0.5012556090950966,-0.027947526434749292
50+,Younghoe Koo,0.5526245534420013,0.023421417912155462
50+,Zane Gonzalez,0.5241146832704544,-0.005088452259391474
